quote,joy,sadness,anger,surprise,dominant,ambiguous,emotion
To overcome fear is the quickest way to gain your self-confidence.,1,0,1,0,joy,False,happy
Be careful the stories you're telling yourself about your current circumstances; a head full of negative thoughts has no space for positive ones.,0,1,0,0,sadness,False,sad
"I'd like to add some beauty to life,"" said Anne dreamily. ""I don't exactly want to make people KNOW more... though I know that IS the noblest ambition... but I'd love to make them have a pleasanter time because of me... to have some little joy or happy thought that would never have existed if I hadn't been born.",5,0,0,0,joy,False,happy
"Scars are not injuries, Tanner Sack. A scar is a healing. After injury, a scar is what makes you whole.",1,3,3,0,sadness,True,sad
"If you live in a past dream, you don't enjoy what is happening right now because you will always wish it to be different than it is. There is no time to miss anyone or anything because you are alive. Not enjoying what is happening right now is living in the past and being only half alive. This leads to self pity, suffering and tears.",4,2,0,0,joy,False,happy
"The further you go, the more you have to be proud of. At the same time, in order to come a long way, you have to be behind to begin with. IN the end, though maybe it's not how you reach a place that matters. Just that you get there at all.",1,0,0,0,joy,False,happy
Let us live so that when we come to die even the undertaker will be sorry.,0,2,0,0,sadness,False,sad
"When your will is God's will, you will have your will.",1,0,0,0,joy,False,happy
The greatest day in your life and mine is when we take total responsibility for our attitudes. That's the day we truly grow up.,1,0,0,0,joy,False,happy
What's most important in a friendship? Tolerance and loyalty.,1,0,0,0,joy,False,happy
When forever becomes a place...when forever ceases to be just a word… when it ceases to be just a measurement of time…but instead becomes a place where soul mates can dance to the song in their hearts... that is a reflection of true love.,3,0,0,0,joy,False,happy
"Be not angry that you cannot make others as you wish them to be, since you cannot make yourself as you wish to be.",0,0,1,0,anger,False,angry
"??? ????? ????? ?????? ???? ""???? ???"" ????? ??? ???? ???? ??????? ??? 1999 ??? ?? ??? ?????? ????? ??????",0,0,0,0,joy,True,happy
"I came to the conclusion long ago that all religions were true and that also that all had some error in them, and while I hold by my own religion, I should hold other religions as dear as Hinduism. So we can only pray, if we were Hindus, not that a Christian should become a Hindu; but our innermost prayer should be that a Hindu should become a better Hindu, a Muslim a better Muslim, and a Christian a better Christian.",2,1,0,1,joy,False,happy
"Never let a problem to be solved, become more important than a person to be loved.",0,1,0,0,sadness,False,sad
"I am not a smart man, particularly, but one day, at long last, I stumbled from the dark woods of my own, and my family's, and my country's past, holding in my hands these truths: that love grows from the rich loam of forgiveness; that mongrels make good dogs; that the evidence of God exists in the roundness of things. This much, at least, I've figured out. I know this much is true.",4,1,0,1,joy,False,happy
"life is truly known only to those who suffer, lose, endure adversity, & stumble from defeat to defeat.",0,2,2,1,sadness,True,sad
My only regrets are the moments when i doubted myself and took the safe route. Life is too short to waste time being unhappy.,1,1,1,0,joy,True,happy
"I don’t chase after anyone, If you wanna walk out of my life, then I’ll hold the fucking door open for you.",0,1,0,0,sadness,False,sad
Let go of something old that no longer serves you to make room for something new.,0,0,0,0,joy,True,happy
"If you surrendered to the air, you could ride it.",0,0,0,0,joy,True,happy
"There's a hunger for stories in all of us, adults too. We need stories so much that we're even willing to read bad books to get them, if the good books won't supply them.",1,1,1,1,joy,True,happy
The purpose of literature is to turn blood into ink.,0,0,0,0,joy,True,happy
There is no failure except in no longer trying.,0,1,0,0,sadness,False,sad
Every problem is a gift - without problems we would not grow.,2,1,0,1,joy,False,happy
Everything stinks till it’s finished.,0,0,0,0,joy,True,happy
I’ve gotta get out of the basement. I’ve gotta see the world. I’ve gotta make a difference,0,0,0,0,joy,True,happy
I'm not going to limit myself just because people won't accept the fact that I can do something else.,0,0,0,0,joy,True,happy
"?? ???? ??? ?? ?????: ???? ????, ?? ?????? ??? ",0,0,0,0,joy,True,happy
I'm starting with the man in the mirror,0,0,0,0,joy,True,happy
"One of the pitfalls of childhood is that one doesn't have to understand something to feel it. By the time the mind is able to comprehend what has happened, the wounds of the heart are already too deep.",1,0,0,0,joy,False,happy
"To be grateful is to recognize the Love of God in everything He has given us - and He has given us everything. Every breath we draw is a gift of His love, every moment of existence is a grace, for it brings with it immense graces from Him",4,0,0,1,joy,False,happy
"All the problem of women, starts with men. All the problem of men, ends with women.",0,2,0,0,sadness,False,sad
"With your head full of brains and your shoes full of feet, you're too smart to go down any not-so-good street.",0,0,0,0,joy,True,happy
"This is the key to life: To expect everything to be given to you from above, yet to be genuinely surprised and forever grateful, when they are. Expecting all good things to be yours, while not knowing how to take anything for granted. If there may be a key in life, this is the key.",1,0,0,3,surprise,False,surprise
"The past can't hurt you anymore. Not unless you let it. They made you into a victim, Evey. They made you into a statistic. But, that's not the real you. That's not who you are inside.",0,2,2,0,sadness,False,sad
"She had been given a wonderful gift: life. Sometimes it was cruelly taken away too soon, but it's what you did with it that counted, not how long it lasted.",2,0,1,2,joy,True,happy
It is not worth the while to let our imperfections disturb us always.,0,0,0,0,joy,True,happy
"Wanderer, your footsteps are the road, and nothing more; wanderer, there is no road, the road is made by walking. By walking one makes the road, and upon glancing behind one sees the path that never will be trod again. Wanderer, there is no road-- Only wakes upon the sea",0,0,0,0,joy,True,happy
The deeds you do may be the only sermon some persons will hear today,0,0,0,0,joy,True,happy
No man ever threw away life while it was worth keeping.,0,0,0,0,joy,True,happy
Normalness leads to sadness.,0,1,0,0,sadness,False,sad
"I am no king, and I am no lord",0,0,0,0,joy,True,happy
"There is great change to be experienced once you learn the power of letting go. Stop allowing anyone or anything to control, limit, repress, or discourage you from being your true self! Today is YOURS to shape - own it - break free from people and things that poison or dilute your spirit.",1,3,1,1,sadness,False,sad
Happiness is a choice that requires effort at times.,1,0,0,0,joy,False,happy
"By declaring that man is responsible and must actualize the potential meaning of his life, I wish to stress that the true meaning of life is to be discovered in the world rather than within man or his own psyche, as though it were a closed system. I have termed this constitutive characteristic ""the self-transcendence of human existence."" It denotes the fact that being human always points, and is directed, to something or someone, other than oneself--be it a meaning to fulfill or another human being to encounter. The more one forgets himself--by giving himself to a cause to serve or another person to love--the more human he is and the more he actualizes himself. What is called self-actualization is not an attainable aim at all, for the simple reason that the more one would strive for it, the more he would miss it. In other words, self-actualization is possible only as a side-effect of self-transcendence.",3,0,1,0,joy,False,happy
"Yoga is not a religion. It is a science, science of well-being, science of youthfulness, science of integrating body, mind and soul.",0,0,0,0,joy,True,happy
"Destiny is real. And she's not mild-mannered. She will come around and hit you in the face and knock you over and before you know what hit you, you're naked- stripped of everything you thought you knew and everything you thought you didn't know- and there you are! A bloody nose, bruises all over you, and naked. And it's the most beautiful thing.",1,2,4,0,anger,False,angry
"Focus on making yourself better, not on thinking that you are better.",0,0,0,0,joy,True,happy
"Find the things that matter, and hold on to them, and fight for them, and refuse to let them go.",0,0,1,0,anger,False,angry
Write while the heat is in you. The writer who postpones the recording of his thoughts uses an iron which has cooled to burn a hole with. He cannot inflame the minds of his audience.,0,0,0,0,joy,True,happy
A thousand words leave not the same deep impression as does a single deed.,0,1,1,1,sadness,True,sad
"Do not give way to useless alarm; though it is right to be prepared for the worst, there is no occasion to look on it as certain.",0,0,0,1,surprise,False,surprise
"The heights by great men reached and kept were not attained in sudden flight but, they while their companions slept, they were toiling upwards in the night.",0,0,0,1,surprise,False,surprise
All worthy work is open to interpretations the author did not intend. Art isn't your pet -- it's your kid. It grows up and talks back to you.,1,1,0,1,joy,True,happy
"But there were some things I believed in. Some things I had faith in. And faith isn't about perfect attendance to services, or how much money you put on the little plate. It isn't about going skyclad to the Holy Rites, or meditating each day upon the divine",4,0,1,1,joy,False,happy
Tearing down the rest of the world won't make you happy. Look inside yourself. Because finding who you were meant to be? What you were put into this world to do? That's what fills the emptiness. It's the only things that can.,1,1,0,0,joy,False,happy
"Your complaints, your drama, your victim mentality, your whining, your blaming, and all of your excuses have NEVER gotten you even a single step closer to your goals or dreams. Let go of your nonsense. Let go of the delusion that you DESERVE better and go EARN it! Today is a new day!",0,2,3,0,anger,False,angry
"Before a dream is realized, the Soul of the World tests everything that was learned along the way. It does this not because it is evil, but so that we can, in addition to realizing our dreams, master the lessons we’ve learned as we’ve moved toward that dream. That’s the point at which most people give up. It’s the point at which, as we say in the language of the desert, one 'dies of thirst just when the palm trees have appeared on the horizon.",0,3,2,1,sadness,False,sad
"One life is all we have and we live it as we believe in living it. But to sacrifice what you are and to live without belief, that is a fate more terrible than dying.",0,2,2,0,sadness,False,sad
Do not dare not to dare.,0,0,0,0,joy,True,happy
Fault always lies in the same place: with him weak enough to lay blame.,0,1,1,0,sadness,False,sad
"In times of stress, the best thing we can do for each other is to listen with our ears and our hearts and to be assured that our questions are just as important as our answers.",0,0,0,0,joy,True,happy
"A dead thing can go with the stream, but only a living thing can go against it.",0,0,0,0,joy,True,happy
"For Equilibrium, a Blessing",1,0,0,0,joy,False,happy
I am the captain of my soul.,0,0,0,0,joy,True,happy
"A path is only a path, and there is no affront, to oneself or to others, in dropping it if that is what your heart tells you . . . Look at every path closely and deliberately. Try it as many times as you think necessary. Then ask yourself alone, one question . . . Does this path have a heart? If it does, the path is good; if it doesn't it is of no use.",1,1,1,2,surprise,True,surprise
It does not matter how slowly you go so long as you do not stop.,0,0,0,0,joy,True,happy
The caged bird sings with a fearful trill,0,1,0,0,sadness,False,sad
"I don't understand dating.. and the other things that people do.. all I know is that you ought to find the one you recognize. The one who gives you four arms, four legs, four eyes, and has the other half of your heart. There's only one of those, so what are all the other things for? Like dating?",0,0,0,0,joy,True,happy
"Early to bed and early to rise makes a man healthy, wealthy, and wise.",0,0,0,0,joy,True,happy
"Millions saw the apple fall, Newton was the only one who asked why?",0,1,0,0,sadness,False,sad
"You can have many great ideas in your head, but what makes the difference is the action. Without action upon an idea, there will be no manifestation, no results, and no reward",1,0,0,1,joy,False,happy
"The trick is to enjoy life. Don't wish away your days, waiting for better ones ahead.",1,0,0,1,joy,False,happy
"Two things fill the mind with ever-increasing wonder and awe, the more often and the more intensely the mind of thought is drawn to them: the starry heavens above me and the moral law within me.",2,0,1,0,joy,False,happy
"Know from whence you came. If you know whence you came, there are absolutely no limitations to where you can go.",0,0,0,0,joy,True,happy
Rise to the occassion which is life!,0,0,0,0,joy,True,happy
How satisfying it is to leave a mark on a blank surface. To make a map of my movement - no matter how temporary.,0,1,0,1,sadness,False,sad
Finding one important thing in your life doesn’t mean you have t,0,0,0,0,joy,True,happy
"The best love in the world, is the love of a man. The love of a man who came from your womb, the love of your son! I don't have a daughter, but maybe the love of a daughter is the best, too. I am first and foremost me, but right after that, I am a mother. The best thing that I can ever be, is me. But the best gift that I will ever have, is being a mother.",10,2,0,1,joy,False,happy
??? ???? ??????? ???? ????? ????? ?? ?????? ?????? ????? ????? ??????,0,0,0,0,joy,True,happy
"Argue for your limitations and, sure enough, they're yours.",0,0,1,0,anger,False,angry
Complain and remain. Praise and be raised.,1,1,1,0,joy,True,happy
"Not everything is supposed to become something beautiful and long-lasting. Sometimes people come into your life to show you what is right and what is wrong, to show you who you can be, to teach you to love yourself, to make you feel better for a little while, or to just be someone to walk with at night and spill your life to. Not everyone is going to stay forever, and we still have to keep on going and thank them for what they’ve given us.",3,0,0,1,joy,False,happy
We are the cosmos made conscious and life is the means by which the universe understands itself.,0,0,0,0,joy,True,happy
"A man may die, nations may rise and fall, but an idea lives on. Ideas have endurance without death.",0,3,1,1,sadness,False,sad
Whatever you see you gotta keep a sense of humor; you gotta be able to smile through all the bullshit.,1,0,0,1,joy,False,happy
It doesn’t matter what we are. It matters what we do.,0,0,0,0,joy,True,happy
"Instead of worrying about what could go wrong, change your thoughts to what could go right. When you change the negative thought into a positive one, it eliminates the negative one.",0,3,0,0,sadness,False,sad
"I've missed more than 9000 shots in my career. I've lost almost 300 games. 26 times, I've been trusted to take the game winning shot and missed. I've failed over and over and over again in my life. And that is why I succeed.",2,3,1,3,sadness,True,sad
"When I was a little girl, everything in the world fell into either of these two categories: wrong or right. Black or white. Now that I am an adult, I have put childish things aside and now I know that some things fall into wrong and some things fall into right. Some things are categorized as black and some things are categorized as white. But most things in the world aren't either! Most things in the world aren't black, aren't white, aren't wrong, aren't right, but most of everything is just different. And now I know that there's nothing wrong with different, and that we can let things be different, we don't have to try and make them black or white, we can just let them be grey. And when I was a child, I thought that God was the God who only saw black and white. Now that I am no longer a child, I can see, that God is the God who can see the black and the white and the grey, too, and He dances on the grey! Grey is okay.",6,3,0,0,joy,False,happy
"Before I go,"" he said, and paused -- ""I may kiss her?",1,0,0,1,joy,False,happy
"I advise you to stop sharing your dreams with people who try to hold you back, even if they're your parents. Because, if you're the kind of person who senses there's something out there for you beyond whatever it is you're expected to do - if you want to be EXTRA-ordinary- you will not get there by hanging around a bunch of people who tell you you're not extraordinary. Instead, you will probabl",1,1,1,0,joy,True,happy
Accepting oneself does not preclude an attempt to become better.,0,0,1,0,anger,False,angry
The adventure of life is to learn. The purpose of life is to grow. The nature of life is to change. The challenge of life is to overcome. The essence of life is to care. The opportunity of like is to serve. The secret of life is to dare. The spice of life is to befriend. The beauty of life is to give.,3,0,1,0,joy,False,happy
"Do not wait: the time will never be 'just right'. Start where you stand, and work whatever tools you may have at your command and better tools will be found as you go along.",1,0,0,0,joy,False,happy
"When obstacles arise, you change your direction to reach your goal; you do not change your decision to get there.",0,0,0,0,joy,True,happy
The motive behind criticism often determines its validity. Those who care criticize where necessary. Those who envy criticize the moment they think that they have found a weak spot.,1,3,3,0,sadness,True,sad
"If someone does not want me it is not the end of the world. But if I do not want me, the world is nothing but endings.",0,0,0,0,joy,True,happy
You've got to show the world who you are before it tells you. Otherwise you become victim to someone you're not.,0,1,1,0,sadness,False,sad
"Sometimes I go to God and say, ""God, if Thou dost never answer another prayer while I live on this earth, I will still worship Thee as long as I live and in the ages to come for what Thou hast done already. God’s already put me so far in debt that if I were to live one million millenniums I couldn’t pay Him for what He’s done for me.",5,1,0,0,joy,False,happy
It's not that some people have willpower and some don't... It's that some people are ready to change and others are not.,0,0,0,0,joy,True,happy
There are a thousand hacking at the branches of evil to one who is striking at the root.,0,1,1,0,sadness,False,sad
"Great men are like eagles, and build their nest on some lofty solitude",0,0,0,0,joy,True,happy
"We're so engaged in doing things to achieve purposes of outer value that we forget the inner value, the rapture that is associated with being alive, is what it is all about.",4,0,0,0,joy,False,happy
"Be comforted, dear soul! There is always light behind the clouds.",0,0,0,0,joy,True,happy
"To those who abuse: the sin is yours, the crime is yours, and the shame is yours. To those who protect the perpetrators: blaming the victims only masks the evil within, making you as guilty as those who abuse. Stand up for the innocent or go down with the rest.",0,6,6,0,sadness,False,sad
Sometimes the most beautiful people are beautifully broken.,1,1,1,0,joy,True,happy
"Two years he walks the earth. No phone, no pool, no pets, no cigarettes. Ultimate freedom. An extremist. An aesthetic voyager whose home is the road. Escaped from Atlanta. Thou shalt not return, 'cause ""the West is the best."" And now after two rambling years comes the final and greatest adventure. The climactic battle to kill the false being within and victoriously conclude the spiritual pilgrimage. Ten days and nights of freight trains and hitchhiking bring him to the Great White North. No longer to be poisoned by civilization he flees, and walks alone upon the land to become lost in the wild",1,4,2,1,sadness,False,sad
"You don’t get to pick where you’re from, but you always have control of where you’re going.",0,0,0,0,joy,True,happy
"There are two things we should always be 1. raw and 2. ready. When you are raw, you are always ready and when you are ready you usually realize that you are raw. Waiting for perfection is not an answer, one cannot say ""I will be ready when I am perfect"" because then you will never be ready, rather one must say ""I am raw and I am ready just like this right now, how and who I am.",2,0,0,1,joy,False,happy
I'm often asked what I think about as I run. Usually the people who ask this have never run long distances themselves. I always ponder the question. What exactly do I think about when I'm running? I don't have a clue.,0,0,0,0,joy,True,happy
I agree with yours of the 22d tha,0,0,0,0,joy,True,happy
An idea is salvation by imagination,1,0,0,0,joy,False,happy
"I was halfway across America, at the dividing line between the East of my youth and the West of my future.",1,0,1,1,joy,True,happy
"Jessica. For god's sake,"" he said. ""Allow me to do at least one common courtesy for you. In spite ow what 'women's lib' teaches you, chivalry does not imply that women are powerless. On the contrary, chivalry is an admission of women's superiority. An acknowledgment o",1,1,2,0,anger,False,angry
Your own Self-Realization is the greatest service you can render the world.,0,0,0,0,joy,True,happy
"Wrong will be right, when Aslan comes in sight",0,0,0,0,joy,True,happy
A thing of beauty is a joy for ever,2,0,0,0,joy,False,happy
"In this sad world of ours, sorrow comes to all; and, to the young, it comes with bitterest agony, because it takes them unawares. The older have learned to ever expect it. I am anxious to afford some alleviation of your present distress. Perfect relief is not possible, except with time. You can not now realize that you will ever feel better. Is not this so? And yet it is a mistake. You are sure to be happy again. To know this, which is certainly true, will make you some less miserable now. I have had experience enough to know what I say; and you need only to believe it, to feel better at once.",4,5,3,3,sadness,True,sad
Sometimes I arrive just when God's ready to have somone click the shutter.,1,0,0,0,joy,False,happy
I'm beginning to think that maybe it's not just how much you love someone. Maybe what matters is who you are when you're with them.,1,0,0,0,joy,False,happy
"A Nation should not be judged by how it treats its highest citizens, but it's lowest ones",1,1,0,1,joy,True,happy
"When I get sad, I stop being sad and be awesome instead.",0,0,0,0,joy,True,happy
"I keep thinking about a tale my nurse used to read to me about a bird whose wings are pinned to the ground. In the end, when he finally frees himself, he flies so high he becomes a star. My nurse said the story was about how we all have something that keeps us down.",2,0,0,1,joy,False,happy
" Many of us are slaves to our minds. Our own mind is our worst enemy. We try to focus, and our mind wanders off. We try to keep stress at bay, but anxiety keeps us awake at night. We try to be good to the people we love, but then we forget them and put ourselves first. And when we want to change our life, we dive into spiritual practice and expect quick results, only to lose focus after the honeymoon has worn off. We return to our state of bewilderment. We're left feeling helpless and discouraged. It seems we all agree that training the body through exercise, diet, and relaxation is a good idea, but why don't we think about training our minds?",5,5,4,7,surprise,True,surprise
"No man is brave that has never walked a hundred miles. If you want to know the truth of who you are, walk until not a person knows your name. Travel is the great leveler, the great teacher, bitter as medicine, crueler than mirror-glass. A long stretch of road will teach you more about yourself than a hundred years of quiet.",1,1,0,1,joy,True,happy
Champions have the courage to keep turning the pages because they know a better chapter lies ahead.,0,0,0,0,joy,True,happy
Kecantikan yang abadi terletak pada keelokan adab dan ketinggian ilmu seseorang. Bukan terletak pada wajah dan pakaiannya.,0,0,0,0,joy,True,happy
Your own positive future begins in this moment. All you have is right now. Every goal is possible from here.,0,0,0,0,joy,True,happy
Do not pray for easy lives. Pray to be stronger men,2,0,0,2,joy,False,happy
"Happiness is the object and design of our existence; and will be the end thereof, if we pursue the path that leads to it; and this path is virtue, uprightness, faithfulness, holiness, and keeping all the commandments of God.",3,0,0,1,joy,False,happy
Smile at strangers and you just might change a life.,1,0,0,1,joy,False,happy
"Each of us has the right and the responsibility to assess the roads which lie ahead, and those over which we have traveled, and if the future road looms ominous or unpromising, and the roads back uninviting, then we need to gather our resolve and, carrying only the necessary baggage, step off that road into another direction. If the new choice is also unpalatable, without embarrassment, we must be ready to change that as well.",0,2,1,1,sadness,False,sad
"If people are going to be allowed to say ""we love you"" and ""I love you"", they'd better have the backbone to prove it. Love isn't just a word.",3,0,1,0,joy,False,happy
"My happiness grows in direct proportion to my acceptance, and in inverse proportion to my expectations.",1,0,0,0,joy,False,happy
Always tell what you feel. Do what you think...,0,0,0,0,joy,True,happy
"The sea's only gifts are harsh blows, and occasionally the chance to feel strong. Now I don't know much about the sea, but I do know that that's the way it is here. And I also know how important it is in life not necessarily to be strong but to feel strong. To measure yourself at least once. To find yourself at least once in the most ancient of human conditions. Facing the blind death stone alone, with nothing to help you but your hands and your own head.",0,1,2,2,anger,True,angry
"I know in my heart that man is good, that what is right will always eventually triumph, and there is purpose and worth to each and every life.",2,0,0,1,joy,False,happy
"Life isn't about having, it's about being. You could surround yourself with all that money can buy, and you'd still be as miserable as a human can be. I know people with perfect bodies who don't have half the happiness I've found. On my journeys I've seen more joy in the slums of Mumbai and the orphanages of Africa than in wealthy gated communities and on sprawling estates worth millions. Why is that? You'll find contentment when your talents and passion are completely engaged, in full force. Recognise instant self-gratification for what it is. Resist the temptation to grab for material objects like the perfect house, the coolest clothes or the hottest car. The if I just had X, I would be happy syndrome is a mass delusion. When you look for happiness in mere objects, they are never enough. Look around. Look within.",10,2,5,1,joy,False,happy
"you don't have to worry about burning bridges, if you're building your own",0,1,0,0,sadness,False,sad
You could do a lot worse.,0,1,0,0,sadness,False,sad
"You have to be the bravest person in the world to go out every day, being yourself when no one likes who you are.",0,0,0,0,joy,True,happy
You make the world a better place by making daily improvements to become the best version of yourself.,0,0,0,0,joy,True,happy
Never stop. Never stop fighting. Never stop dreaming.,0,0,1,0,anger,False,angry
Success is the ability to go from failure to failure without losing your enthusiasm,2,3,1,1,sadness,True,sad
"Love doesn't always come when you want it to. Sometimes it just happens, despite your will.",1,0,0,0,joy,False,happy
Travel is never a matter of money but of courage,1,0,1,1,joy,True,happy
It serves me right for putting all my eggs in one bastard.,0,1,0,0,sadness,False,sad
Music is an agreeable harmony for the honor of God and the permissible delights of the soul.,3,1,0,0,joy,False,happy
"Courage does not always roar. Sometimes courage is the quiet voice at the end of the day saying, 'I will try again tomorrow.",0,1,0,0,sadness,False,sad
"Those three things - autonomy, complexity, and a connection between effort and reward - are, most people will agree, the three qualities that work has to have if it is to be satisfying.",1,0,0,1,joy,False,happy
"The amazing thing is that every atom in your body came from a star that exploded. And, the atoms in your left hand probably came from a different star than your right hand. It really is the most poetic thing I know about physics: You are all stardust. You couldn’t be here if stars hadn’t exploded, because the elements - the carbon, nitrogen, oxygen, iron, all the things that matter for evolution - weren’t created at the beginning of time. They were created in the nuclear furnaces of stars, and the only way they could get into your body is if those stars were kind enough to explode. So, forget Jesus. The stars died so that you could be here today.",3,1,1,1,joy,False,happy
You must expect great things of yourself before you can do them.,0,0,0,1,surprise,False,surprise
"Go for it, while you can. I know you have it in you. And I can't promise you'll get everything you want, but I can promise nothing will change if you don't try.",2,0,0,0,joy,False,happy
"To those who will see, the world waits.",0,0,0,0,joy,True,happy
"Good works is giving to the poor and the helpless, but divine works is showing them their worth to the One who matters.",1,1,0,1,joy,True,happy
Everything you want is on the other side of fear.,0,0,1,0,anger,False,angry
"Men and women who turn their lives over to God will discover that He can make a lot more out of their lives than they can. He can deepen their joys, expand their vision, quicken their minds, strengthen their muscles, lift their spirits, multiply their blessings, increase their opportunities, comfort their soals, and pour out peace.",5,0,0,2,joy,False,happy
"No matter how hard life is, don't lose hope",1,1,1,2,surprise,True,surprise
"Man cannot possess anything as long as he fears death. But to him who does not fear it, everything belongs. If there was no suffering, man would not know his limits, would not know himself. ",1,2,2,1,sadness,True,sad
A bird is safe in its nest - but that is not what its wings are made for.,1,0,0,0,joy,False,happy
"Wait long enough and people will surprise and impress. When you're pissed off at someone and you're angry at them, you just haven't given them enough time. Just give them a little more time and they almost always will impress you.",1,0,1,1,joy,True,happy
"When men are pure, laws are useless; when men are corrupt, laws are broken.",0,1,1,0,sadness,False,sad
"As soon as you honor the present moment, all unhappiness and struggle dissolve, and life begins to flow with joy and ease. When you act out the present-moment awareness, whatever you do becomes imbued with a sense of quality, care, and love - even the most simple action.",3,2,1,1,joy,True,happy
"Wherever men and women are persecuted because of their race, religion, or political views, that place must — at that moment — become the center of the universe.",0,0,0,0,joy,True,happy
Perfect is the enemy of good.,2,0,1,1,joy,False,happy
"The personal, as everyone’s so fucking fond of saying, is political. So if some idiot politician, some power player, tries to execute policies that harm you or those you care about, take it personally. Get angry. The Machinery of Justice will not serve you here – it is slow and cold, and it is theirs, hardware and soft-. Only the little people suffer at the hands of Justice; the creatures of power slide from under it with a wink and a grin. If you want justice, you will have to claw it from them. Make it personal. Do as much damage as you can. Get your message across. That way, you stand a better chance of being taken seriously next time. Of being considered dangerous. And make no mistake about this: being taken seriously, being considered dangerous marks the difference - the only difference in their eyes - between players and little people. Players they will make deals with. Little people they liquidate. And time and again they cream your liquidation, your displacement, your torture and brutal execution with the ultimate insult that it’s just business, it’s politics, it’s the way of the world, it’s a tough life and that it’s nothing personal. Well, fuck them. Make it personal.",2,7,8,4,anger,True,angry
"However beautiful the strategy, you should occasionally look at the results.",1,0,0,0,joy,False,happy
You can't dwell on what might have been...and it's not fair to condemn him for something he hasn't done.,0,0,1,0,anger,False,angry
What helps you persevere is your resilience and commitment.,0,0,0,0,joy,True,happy
"Fear tends to come from ignorance. Once I knew what the problem was, it was just a problem, nothing to fear.",0,2,2,0,sadness,False,sad
"I always cheer up immensely if an attack is particularly wounding because I think, well, if they attack one personally, it means they have not a single political argument left.",1,0,3,1,anger,False,angry
It is harder to crack prejudice than an atom.,0,0,1,0,anger,False,angry
Listen to what you know instead of what you fear.,0,0,1,0,anger,False,angry
"If you do what you've always done, you'll get what you've always gotten. ",0,0,0,0,joy,True,happy
Never bend your head. Hold it high. Look the world straight in the eye.,0,0,0,0,joy,True,happy
"That proves you are unusual,"" returned the Scarecrow; ""and I am convinced that the only people worthy of consideration in this world are the unusual ones. For the common folks are like the leaves of a tree, and live and die unnoticed.",1,1,1,1,joy,True,happy
"Always be yourself, there's no one better!",0,0,0,0,joy,True,happy
"Come friends, it's not too late to seek a newer world.",0,1,0,0,sadness,False,sad
"If I had to choose between betraying my country and betraying my friend, I hope I should have the guts to betray my country.",2,1,1,2,joy,True,happy
"I do not believe that sheer suffering teaches. If suffering alone taught, all the world would be wise, since everyone suffers. To suffering must be added mourning, understanding, patience, love, openness, and the willingness to remain vulnerable.",1,4,0,0,sadness,False,sad
"Because,"" explained Mary Rommely simply, ""the child must have a valuable thing which is called imagination. The child must have a secret world in which live things that never were. It is necessary that she believe. She must start out by believing in things not of this world. Then when the world becomes too ugly for living in, the child can reach back and live in her imagination. I, myself, even in this day and at my age, have great need of recalling the miraculous lives of the Saints and the great miracles that have come to pass on earth. Only by having these things in my mind can I live beyond what I have to live for.",4,0,0,1,joy,False,happy
"What if the kid you bullied at school, grew up, and turned out to be the only surgeon who could save your life?",1,0,0,0,joy,False,happy
Everything that is done in this world is done by hope.,1,0,0,1,joy,False,happy
"Try, reach, want, and you may fall. But even if you do, you might be okay anyway",0,1,0,0,sadness,False,sad
One must always be prepared for riotous and endless waves of transformation.,1,1,2,1,anger,True,angry
"A dog has no use for fancy cars or big homes or designer clothes. Status symbol means nothing to him. A waterlogged stick will do just fine. A dog judges others not by their color or creed or class but by who they are inside. A dog doesn't care if you are rich or poor, educated or illiterate, clever or dull. Give him your heart and he will give you his. It was really quite simple, and yet we humans, so much wiser and more sophisticated, have always had trouble figuring out what really counts and what does not. As I wrote that farewell column to Marley, I realized it was all right there in front of us, if only we opened our eyes. Sometimes it took a dog with bad breath, worse manners, and pure intentions to help us see.",1,3,1,0,sadness,False,sad
"When you say ""I"" and ""my"" too much, you lose the capacity to understand the ""we"" and ""our"".",0,1,1,1,sadness,True,sad
Of all the wonders that I have heard,0,0,0,0,joy,True,happy
"All human beings should try to learn before they die what they are running from, and to, and why.",0,1,0,0,sadness,False,sad
"When one door closes another door opens; but we so often look so long and so regretfully upon the closed door, that we do not see the ones which open for us.",0,0,0,0,joy,True,happy
There's no limit to what you can dream. Yo,0,0,0,0,joy,True,happy
You are never alone. You are eternally connected with everyone.,0,0,0,0,joy,True,happy
"The great secret of true success, of true happiness, is this: the man or woman who asks for no return, the perfectly unselfish person, is the most successful.",5,0,0,0,joy,False,happy
"War is an ugly thing, but not the ugliest of things: the decayed and degraded state of moral and patriotic feeling which thinks that nothing is worth a war, is much worse. When a people are used as mere human instruments for firing cannon or thrusting bayonets, in the service and for the selfish purposes of a master, such war degrades a people. A war to protect other human beings against tyrannical injustice; a war to give victory to their own ideas of right and good, and which is their own war, carried on for an honest purpose by their free choice, — is often the means of their regeneration. A man who has nothing which he is willing to fight for, nothing which he cares more about than he does about his personal safety, is a miserable creature who has no chance of being free, unless made and kept so by the exertions of better men than himself. As long as justice and injustice have not terminated their ever-renewing fight for ascendancy in the affairs of mankind, human beings must be willing, when need is, to do battle for the one against the other.",4,5,12,3,anger,False,angry
